customer_id,date_of_customer_visit,number_of_days_to_deliver_Product,fiter_Name,glass_distributor_name,time_spend_by_customer_in_shop
3042,2025-05-13,4,"Fitter 5","Distributor 1",24
3043,2025-11-15,4,"Fitter 4","Distributor 3",43
3046,2025-03-22,3,"Fitter 2","Distributor 1",23
3051,2025-02-25,7,"Fitter 1","Distributor 1",13
3053,2025-02-23,4,"Fitter 5","Distributor 3",37
3055,2025-12-20,5,"Fitter 1","Distributor 3",38
3057,2025-07-17,2,"Fitter 5","Distributor 3",50
3058,2025-03-13,3,"Fitter 4","Distributor 3",35
3059,2025-09-30,1,"Fitter 2","Distributor 1",34
3062,2025-10-01,6,"Fitter 5","Distributor 2",11
3067,2025-11-13,2,"Fitter 2","Distributor 1",42
3071,2025-11-09,3,"Fitter 2","Distributor 3",17
3076,2025-06-26,4,"Fitter 4","Distributor 3",21
3079,2025-05-16,4,"Fitter 1","Distributor 3",16
3080,2025-08-06,2,"Fitter 3","Distributor 2",25
3081,2025-09-16,6,"Fitter 4","Distributor 2",44
3083,2025-10-12,2,"Fitter 4","Distributor 2",32
3084,2025-08-24,1,"Fitter 2","Distributor 2",37
3086,2025-04-17,4,"Fitter 3","Distributor 2",46
3087,2025-06-19,3,"Fitter 3","Distributor 1",38
3089,2025-10-18,4,"Fitter 4","Distributor 2",35
3091,2025-05-30,7,"Fitter 4","Distributor 3",15
3093,2025-02-27,1,"Fitter 3","Distributor 2",22
3097,2025-05-31,5,"Fitter 4","Distributor 1",38
3098,2025-06-13,3,"Fitter 2","Distributor 1",19
3100,2025-08-27,4,"Fitter 2","Distributor 1",40
3101,2025-06-07,5,"Fitter 5","Distributor 3",22
3102,2025-07-05,7,"Fitter 3","Distributor 1",32
3105,2025-11-12,5,"Fitter 2","Distributor 2",38
3107,2025-04-24,7,"Fitter 2","Distributor 2",13
3114,2025-04-04,1,"Fitter 5","Distributor 1",37
3116,2025-02-24,1,"Fitter 3","Distributor 1",44
3119,2025-10-04,4,"Fitter 3","Distributor 2",22
3120,2025-07-13,7,"Fitter 5","Distributor 3",36
3122,2025-06-03,4,"Fitter 2","Distributor 1",32
3125,2025-12-28,3,"Fitter 2","Distributor 1",49
3127,2025-09-06,4,"Fitter 4","Distributor 2",31
3128,2025-01-15,3,"Fitter 5","Distributor 3",38
3129,2025-08-01,6,"Fitter 2","Distributor 2",20
3130,2025-07-26,6,"Fitter 1","Distributor 3",41
3132,2025-10-04,6,"Fitter 2","Distributor 3",15
3133,2025-03-13,6,"Fitter 1","Distributor 1",44
3135,2025-04-19,3,"Fitter 2","Distributor 3",44
3136,2025-08-27,1,"Fitter 2","Distributor 1",22
3138,2025-11-28,1,"Fitter 5","Distributor 3",42
3139,2025-08-28,7,"Fitter 5","Distributor 2",16
3141,2025-10-05,2,"Fitter 2","Distributor 2",25
3142,2025-10-09,4,"Fitter 4","Distributor 2",49
3145,2025-06-01,5,"Fitter 4","Distributor 2",34
3148,2025-11-17,3,"Fitter 2","Distributor 3",45
3149,2025-02-01,1,"Fitter 5","Distributor 3",19
3150,2025-12-05,1,"Fitter 2","Distributor 1",44
3153,2025-11-18,1,"Fitter 3","Distributor 1",49
3154,2025-04-27,4,"Fitter 1","Distributor 1",38
3156,2025-05-02,6,"Fitter 3","Distributor 2",10
3158,2025-09-16,5,"Fitter 5","Distributor 2",50
3165,2025-04-15,6,"Fitter 2","Distributor 1",11
3169,2025-01-19,1,"Fitter 4","Distributor 1",16
3170,2025-06-15,7,"Fitter 5","Distributor 2",11
3173,2025-09-05,7,"Fitter 5","Distributor 3",42
3174,2025-02-21,4,"Fitter 1","Distributor 2",13
3175,2025-07-21,1,"Fitter 2","Distributor 1",28
3179,2025-05-22,4,"Fitter 3","Distributor 3",43
3180,2025-01-17,7,"Fitter 5","Distributor 3",32
3182,2025-03-09,6,"Fitter 4","Distributor 3",44
3187,2025-04-29,2,"Fitter 1","Distributor 3",44
3188,2025-05-13,2,"Fitter 4","Distributor 2",25
3189,2025-05-30,6,"Fitter 4","Distributor 3",17
3191,2025-09-01,4,"Fitter 1","Distributor 2",43
3194,2025-03-13,1,"Fitter 3","Distributor 3",49
3196,2025-03-03,1,"Fitter 5","Distributor 2",19
3198,2025-09-19,4,"Fitter 5","Distributor 2",30
3199,2025-09-29,2,"Fitter 3","Distributor 1",49
3200,2025-02-06,6,"Fitter 5","Distributor 1",15
3203,2025-02-13,3,"Fitter 4","Distributor 2",41
3205,2025-10-22,2,"Fitter 4","Distributor 1",25
3208,2025-11-11,2,"Fitter 2","Distributor 1",33
3212,2025-12-26,1,"Fitter 1","Distributor 2",34
3214,2025-02-09,6,"Fitter 2","Distributor 1",23
3216,2025-12-15,7,"Fitter 1","Distributor 3",33
3218,2025-05-19,4,"Fitter 4","Distributor 1",47
3219,2025-12-15,4,"Fitter 2","Distributor 2",21
3221,2025-01-15,1,"Fitter 3","Distributor 1",31
3225,2025-10-19,3,"Fitter 5","Distributor 1",41
3233,2025-12-19,4,"Fitter 1","Distributor 1",17
3236,2025-05-19,4,"Fitter 5","Distributor 1",47
3238,2025-08-12,5,"Fitter 2","Distributor 2",24
3240,2025-06-08,2,"Fitter 1","Distributor 3",15
3242,2025-03-15,2,"Fitter 5","Distributor 2",11
3246,2025-09-26,4,"Fitter 1","Distributor 1",28
3247,2025-02-23,7,"Fitter 2","Distributor 1",25
3248,2025-04-18,5,"Fitter 5","Distributor 1",26
3253,2025-01-23,6,"Fitter 3","Distributor 3",23
3256,2025-11-02,7,"Fitter 2","Distributor 2",40
3258,2025-08-15,3,"Fitter 2","Distributor 2",20
3261,2025-06-30,6,"Fitter 4","Distributor 3",10
3265,2025-03-06,2,"Fitter 2","Distributor 2",13
3267,2025-12-16,3,"Fitter 2","Distributor 1",35
3270,2025-03-15,7,"Fitter 3","Distributor 3",12
3274,2025-02-22,7,"Fitter 5","Distributor 2",45
3275,2025-01-20,7,"Fitter 3","Distributor 1",22
3280,2026-01-11,2,"Fitter 1","Distributor 2",19
3281,2025-10-30,4,"Fitter 4","Distributor 1",31
3282,2025-06-13,4,"Fitter 3","Distributor 3",47
3283,2025-11-26,4,"Fitter 2","Distributor 3",33
3286,2025-08-18,6,"Fitter 2","Distributor 3",24
3287,2025-07-17,6,"Fitter 4","Distributor 3",44
3288,2025-05-09,7,"Fitter 2","Distributor 2",38
3290,2025-06-11,6,"Fitter 1","Distributor 2",19
3291,2025-09-13,5,"Fitter 5","Distributor 3",21
3292,2025-07-06,2,"Fitter 3","Distributor 2",36
3293,2025-02-06,6,"Fitter 1","Distributor 3",29
3294,2025-10-11,7,"Fitter 3","Distributor 2",10
3298,2025-04-08,2,"Fitter 1","Distributor 1",37
3299,2025-09-25,1,"Fitter 4","Distributor 3",36
3300,2025-10-06,4,"Fitter 5","Distributor 3",21
3302,2025-03-12,6,"Fitter 1","Distributor 1",27
3303,2025-11-19,5,"Fitter 5","Distributor 2",41
3304,2025-12-05,5,"Fitter 2","Distributor 2",10
3305,2025-03-17,3,"Fitter 5","Distributor 1",44
3309,2025-08-11,3,"Fitter 4","Distributor 2",49
3311,2025-12-16,7,"Fitter 1","Distributor 1",29
3317,2025-02-19,2,"Fitter 5","Distributor 2",11
3318,2025-12-15,4,"Fitter 2","Distributor 1",34
3320,2025-11-02,3,"Fitter 2","Distributor 3",28
3321,2026-01-01,5,"Fitter 1","Distributor 1",23
3322,2025-07-31,6,"Fitter 3","Distributor 2",22
3324,2025-12-21,2,"Fitter 3","Distributor 1",15
3327,2025-05-18,3,"Fitter 3","Distributor 1",25
3330,2025-08-21,6,"Fitter 3","Distributor 3",49
3331,2025-12-09,4,"Fitter 2","Distributor 3",28
3335,2025-08-17,7,"Fitter 3","Distributor 2",42
3336,2025-08-16,4,"Fitter 4","Distributor 2",25
3341,2025-11-01,7,"Fitter 4","Distributor 3",40
3350,2025-05-31,3,"Fitter 3","Distributor 1",37
3355,2025-02-04,6,"Fitter 3","Distributor 1",37
3356,2025-02-04,5,"Fitter 1","Distributor 2",13
3359,2025-12-14,5,"Fitter 3","Distributor 2",38
3363,2025-02-08,5,"Fitter 2","Distributor 3",17
3369,2025-09-22,7,"Fitter 3","Distributor 1",50
3374,2025-04-29,3,"Fitter 2","Distributor 3",18
3378,2025-03-21,4,"Fitter 5","Distributor 2",21
3379,2025-04-04,7,"Fitter 3","Distributor 1",27
3383,2025-05-28,4,"Fitter 4","Distributor 3",47
3384,2025-08-25,2,"Fitter 1","Distributor 1",17
3387,2025-05-07,6,"Fitter 4","Distributor 2",26
3388,2025-03-29,1,"Fitter 4","Distributor 3",25
3389,2025-10-20,4,"Fitter 3","Distributor 2",29
3390,2025-04-05,1,"Fitter 4","Distributor 3",41
3393,2025-02-02,2,"Fitter 5","Distributor 3",50
3394,2025-02-17,2,"Fitter 5","Distributor 3",22
3396,2025-04-06,4,"Fitter 5","Distributor 1",39
3398,2025-01-21,3,"Fitter 5","Distributor 3",44
3402,2025-12-09,5,"Fitter 2","Distributor 3",37
3403,2026-01-08,7,"Fitter 3","Distributor 3",18
3409,2025-12-26,4,"Fitter 4","Distributor 3",44
3411,2025-03-06,5,"Fitter 1","Distributor 3",27
3412,2025-04-18,2,"Fitter 1","Distributor 2",33
3419,2025-04-11,4,"Fitter 1","Distributor 2",36
3421,2025-11-30,1,"Fitter 2","Distributor 3",26
3423,2025-10-22,4,"Fitter 5","Distributor 1",12
3424,2025-04-21,2,"Fitter 1","Distributor 1",16
3428,2025-06-10,3,"Fitter 3","Distributor 1",14
3429,2025-01-29,1,"Fitter 5","Distributor 1",15
3432,2025-01-18,4,"Fitter 1","Distributor 3",17
3434,2025-10-15,3,"Fitter 5","Distributor 1",36
3435,2025-11-12,7,"Fitter 3","Distributor 3",39
3436,2025-10-27,4,"Fitter 5","Distributor 2",20
3441,2025-05-14,6,"Fitter 1","Distributor 1",16
3447,2025-07-02,5,"Fitter 2","Distributor 1",35
3448,2025-06-09,6,"Fitter 1","Distributor 2",37
3449,2025-01-29,7,"Fitter 5","Distributor 2",46
3452,2025-10-07,6,"Fitter 5","Distributor 1",25
3453,2025-07-10,4,"Fitter 2","Distributor 1",24
3455,2025-03-20,3,"Fitter 4","Distributor 3",18
3456,2025-01-18,1,"Fitter 4","Distributor 3",36
3457,2025-08-28,5,"Fitter 2","Distributor 3",45
3458,2025-12-13,4,"Fitter 4","Distributor 2",47
3459,2025-04-19,2,"Fitter 4","Distributor 3",11
3460,2025-05-06,7,"Fitter 5","Distributor 1",29
3462,2025-12-29,2,"Fitter 3","Distributor 3",24
3467,2025-12-03,3,"Fitter 1","Distributor 1",18
3470,2026-01-01,3,"Fitter 5","Distributor 2",15
3476,2025-09-06,4,"Fitter 3","Distributor 3",43
3478,2025-08-01,6,"Fitter 3","Distributor 3",13
3479,2025-11-06,5,"Fitter 4","Distributor 1",39
3481,2025-10-23,6,"Fitter 4","Distributor 2",11
3482,2025-08-14,3,"Fitter 1","Distributor 1",50
3484,2025-11-18,6,"Fitter 1","Distributor 1",19
3487,2025-07-25,3,"Fitter 1","Distributor 2",13
3492,2025-03-27,7,"Fitter 2","Distributor 1",16
3494,2025-07-15,2,"Fitter 3","Distributor 1",36
3495,2025-08-30,6,"Fitter 4","Distributor 2",22
3501,2025-09-05,3,"Fitter 3","Distributor 2",25
3503,2025-01-24,4,"Fitter 2","Distributor 3",31
3508,2025-01-11,1,"Fitter 4","Distributor 3",39
3511,2025-05-09,4,"Fitter 1","Distributor 2",44
3513,2025-08-23,3,"Fitter 2","Distributor 2",39
3515,2025-06-09,1,"Fitter 3","Distributor 2",12
3520,2025-12-18,1,"Fitter 4","Distributor 2",13
3522,2025-11-18,5,"Fitter 5","Distributor 3",15
3523,2025-12-17,6,"Fitter 2","Distributor 3",16
3524,2025-03-17,5,"Fitter 1","Distributor 3",36
3525,2025-07-25,6,"Fitter 4","Distributor 2",48
3526,2025-01-15,6,"Fitter 2","Distributor 3",14
3527,2025-03-03,7,"Fitter 4","Distributor 3",25
3528,2025-06-16,7,"Fitter 4","Distributor 2",30
3535,2025-04-15,1,"Fitter 1","Distributor 1",20
3537,2025-11-01,3,"Fitter 1","Distributor 3",24
3539,2025-07-19,4,"Fitter 3","Distributor 2",22
3542,2025-03-09,5,"Fitter 3","Distributor 3",33
3543,2025-08-21,3,"Fitter 5","Distributor 3",40
3546,2025-06-21,4,"Fitter 5","Distributor 1",48
3550,2025-09-24,4,"Fitter 4","Distributor 3",40
3551,2025-06-20,5,"Fitter 2","Distributor 2",25
3552,2025-12-15,3,"Fitter 2","Distributor 1",23
3554,2026-01-01,7,"Fitter 2","Distributor 3",40
3556,2025-03-21,2,"Fitter 2","Distributor 1",21
3560,2025-07-05,1,"Fitter 1","Distributor 2",50
3564,2025-10-25,6,"Fitter 4","Distributor 2",11
3566,2025-08-12,6,"Fitter 5","Distributor 2",12
3568,2025-12-24,4,"Fitter 3","Distributor 2",39
3569,2025-07-29,3,"Fitter 4","Distributor 3",12
3571,2025-01-20,4,"Fitter 4","Distributor 1",36
3573,2025-10-08,1,"Fitter 3","Distributor 3",12
3574,2025-08-16,4,"Fitter 4","Distributor 1",30
3575,2025-09-22,2,"Fitter 2","Distributor 3",46
3576,2025-03-27,7,"Fitter 2","Distributor 2",50
3581,2025-12-11,3,"Fitter 5","Distributor 1",34
3582,2025-10-20,6,"Fitter 3","Distributor 3",14
3583,2025-09-24,4,"Fitter 5","Distributor 1",35
3584,2025-11-22,1,"Fitter 4","Distributor 2",41
3587,2025-04-30,1,"Fitter 4","Distributor 3",45
3589,2025-10-23,6,"Fitter 2","Distributor 2",31
3593,2025-09-18,7,"Fitter 4","Distributor 1",46
3594,2025-07-05,3,"Fitter 4","Distributor 2",29
3596,2025-11-06,5,"Fitter 1","Distributor 1",37
3598,2025-01-27,4,"Fitter 1","Distributor 1",33
3601,2025-07-22,6,"Fitter 5","Distributor 1",43
3604,2025-10-15,1,"Fitter 2","Distributor 1",33
3607,2025-07-31,5,"Fitter 5","Distributor 3",28
3608,2025-12-13,1,"Fitter 1","Distributor 1",45
3612,2025-12-02,1,"Fitter 1","Distributor 1",49
3613,2025-11-17,1,"Fitter 3","Distributor 2",43
3614,2025-11-05,5,"Fitter 2","Distributor 3",41
3618,2025-01-27,3,"Fitter 4","Distributor 2",16
3619,2025-11-08,4,"Fitter 5","Distributor 3",15
3620,2025-04-26,4,"Fitter 4","Distributor 1",16
3621,2025-03-02,1,"Fitter 1","Distributor 1",43
3622,2025-01-22,6,"Fitter 3","Distributor 3",28
3623,2025-02-21,2,"Fitter 3","Distributor 2",48
3625,2025-09-26,4,"Fitter 1","Distributor 1",24
3626,2025-11-05,5,"Fitter 1","Distributor 2",45
3628,2025-02-26,4,"Fitter 2","Distributor 3",12
3630,2025-11-11,2,"Fitter 4","Distributor 3",46
3635,2025-03-01,1,"Fitter 5","Distributor 2",29
3639,2025-07-11,3,"Fitter 4","Distributor 3",29
3644,2025-07-28,2,"Fitter 1","Distributor 2",39
3648,2026-01-04,2,"Fitter 1","Distributor 3",45
3650,2025-12-26,4,"Fitter 3","Distributor 1",29
3652,2025-08-14,6,"Fitter 4","Distributor 2",36
3658,2025-03-05,1,"Fitter 5","Distributor 1",20
3659,2025-06-01,7,"Fitter 5","Distributor 1",49
3660,2025-05-14,5,"Fitter 4","Distributor 2",35
3662,2025-03-15,4,"Fitter 2","Distributor 3",34
3663,2025-05-22,5,"Fitter 1","Distributor 2",11
3665,2025-06-22,5,"Fitter 4","Distributor 2",49
3667,2025-06-24,2,"Fitter 1","Distributor 2",45
3673,2025-01-23,7,"Fitter 5","Distributor 2",29
3676,2025-03-21,3,"Fitter 2","Distributor 3",25
3677,2025-12-18,1,"Fitter 5","Distributor 3",41
3678,2025-03-31,2,"Fitter 1","Distributor 1",18
3679,2025-04-21,5,"Fitter 2","Distributor 2",50
3681,2025-08-17,2,"Fitter 2","Distributor 2",46
3682,2025-02-05,7,"Fitter 1","Distributor 1",36
3690,2025-07-11,2,"Fitter 5","Distributor 2",15
3691,2025-10-24,1,"Fitter 2","Distributor 1",44
3692,2025-10-15,5,"Fitter 4","Distributor 2",18
3694,2025-12-31,7,"Fitter 5","Distributor 3",43
3695,2025-06-29,1,"Fitter 5","Distributor 2",34
3702,2025-07-01,4,"Fitter 5","Distributor 2",21
3703,2025-11-03,5,"Fitter 1","Distributor 2",37
3704,2025-05-26,7,"Fitter 4","Distributor 3",36
3711,2025-11-27,2,"Fitter 2","Distributor 1",31
3712,2025-04-30,1,"Fitter 1","Distributor 3",30
3714,2025-02-25,5,"Fitter 5","Distributor 3",22
3715,2025-01-17,2,"Fitter 5","Distributor 3",33
3716,2025-10-17,6,"Fitter 2","Distributor 1",40
3719,2025-06-06,7,"Fitter 2","Distributor 2",48
3721,2025-05-11,7,"Fitter 3","Distributor 1",10
3725,2025-04-21,4,"Fitter 4","Distributor 1",16
3727,2025-08-12,6,"Fitter 1","Distributor 3",10
3728,2025-06-12,2,"Fitter 2","Distributor 3",44
3731,2026-01-07,7,"Fitter 2","Distributor 2",37
3734,2025-08-23,1,"Fitter 3","Distributor 3",45
3736,2025-10-02,3,"Fitter 1","Distributor 2",29
3737,2025-08-17,7,"Fitter 2","Distributor 2",41
3742,2025-04-18,3,"Fitter 2","Distributor 3",11
3743,2025-08-11,5,"Fitter 5","Distributor 3",10
3750,2025-09-17,4,"Fitter 4","Distributor 2",11
3751,2025-12-19,5,"Fitter 5","Distributor 1",29
3752,2025-09-12,3,"Fitter 4","Distributor 2",31
3757,2025-12-31,3,"Fitter 2","Distributor 1",44
3758,2025-08-06,3,"Fitter 4","Distributor 3",43
3764,2025-12-06,5,"Fitter 2","Distributor 1",31
3765,2025-10-30,2,"Fitter 4","Distributor 1",23
3771,2025-06-05,4,"Fitter 3","Distributor 3",22
3773,2025-11-15,5,"Fitter 2","Distributor 3",18
3775,2025-04-07,4,"Fitter 2","Distributor 3",18
3778,2025-01-27,4,"Fitter 3","Distributor 2",37
3781,2025-01-13,7,"Fitter 2","Distributor 1",28
3784,2025-06-30,5,"Fitter 1","Distributor 2",34
3785,2025-05-08,2,"Fitter 2","Distributor 1",13
3787,2025-10-20,4,"Fitter 4","Distributor 1",19
3788,2025-03-30,5,"Fitter 5","Distributor 3",14
3789,2025-02-23,3,"Fitter 3","Distributor 2",28
3790,2025-12-08,6,"Fitter 1","Distributor 1",41
3791,2025-01-20,1,"Fitter 2","Distributor 1",11
3800,2025-08-29,4,"Fitter 3","Distributor 1",12
3801,2025-02-04,6,"Fitter 3","Distributor 3",40
3805,2025-12-27,6,"Fitter 2","Distributor 2",17
3806,2025-12-15,2,"Fitter 2","Distributor 1",32
3808,2025-07-21,4,"Fitter 1","Distributor 1",38
3809,2025-02-11,5,"Fitter 1","Distributor 1",10
3814,2025-07-27,3,"Fitter 4","Distributor 3",49
3815,2025-11-16,7,"Fitter 4","Distributor 3",16
3824,2025-03-07,4,"Fitter 5","Distributor 1",22
3826,2025-03-17,2,"Fitter 4","Distributor 1",35
3827,2025-07-10,4,"Fitter 4","Distributor 3",48
3829,2025-02-09,2,"Fitter 1","Distributor 2",21
3831,2025-10-11,4,"Fitter 2","Distributor 1",35
3833,2025-03-25,7,"Fitter 5","Distributor 3",31
3834,2025-01-11,5,"Fitter 5","Distributor 2",44
3836,2025-12-12,7,"Fitter 3","Distributor 2",13
3838,2025-12-08,1,"Fitter 1","Distributor 3",37
3841,2025-07-08,1,"Fitter 2","Distributor 3",39
3842,2025-02-06,6,"Fitter 2","Distributor 2",26
3844,2025-04-04,5,"Fitter 4","Distributor 1",22
3846,2025-10-23,2,"Fitter 3","Distributor 2",18
3848,2025-08-29,2,"Fitter 1","Distributor 1",32
3850,2025-08-25,6,"Fitter 1","Distributor 3",37
3851,2025-08-08,1,"Fitter 3","Distributor 2",11
3852,2025-07-18,1,"Fitter 3","Distributor 1",42
3853,2025-07-14,3,"Fitter 2","Distributor 1",31
3858,2025-09-14,3,"Fitter 5","Distributor 1",12
3860,2025-05-12,4,"Fitter 3","Distributor 2",28
3863,2025-08-05,3,"Fitter 5","Distributor 1",50
3869,2025-09-04,6,"Fitter 2","Distributor 2",23
3871,2025-08-25,4,"Fitter 5","Distributor 2",47
3872,2025-06-26,7,"Fitter 1","Distributor 3",39
3874,2025-03-09,3,"Fitter 5","Distributor 1",45
3875,2025-02-17,5,"Fitter 5","Distributor 3",14
3876,2025-07-21,3,"Fitter 1","Distributor 1",31
3881,2025-02-28,3,"Fitter 2","Distributor 2",32
3882,2025-07-03,3,"Fitter 1","Distributor 3",10
3885,2025-01-17,6,"Fitter 1","Distributor 2",40
3890,2025-04-17,6,"Fitter 4","Distributor 3",49
3891,2025-04-03,3,"Fitter 3","Distributor 2",38
3893,2025-12-26,4,"Fitter 1","Distributor 1",28
3897,2025-05-19,4,"Fitter 5","Distributor 1",16
3898,2025-11-19,1,"Fitter 4","Distributor 1",33
3899,2025-09-27,5,"Fitter 4","Distributor 1",27
3900,2025-05-02,1,"Fitter 3","Distributor 2",35
3901,2025-03-31,2,"Fitter 4","Distributor 2",24
3904,2025-08-26,2,"Fitter 3","Distributor 2",26
3906,2025-11-11,2,"Fitter 2","Distributor 1",38
3910,2025-03-21,7,"Fitter 4","Distributor 2",32
3911,2025-09-22,1,"Fitter 2","Distributor 2",12
3914,2025-02-15,6,"Fitter 3","Distributor 3",14
3916,2025-06-10,4,"Fitter 5","Distributor 3",47
3917,2025-10-09,1,"Fitter 5","Distributor 1",43
3918,2025-09-03,4,"Fitter 1","Distributor 3",33
3919,2025-09-25,4,"Fitter 4","Distributor 1",24
3922,2025-12-05,6,"Fitter 4","Distributor 2",28
3925,2025-07-23,2,"Fitter 2","Distributor 2",49
3926,2025-10-17,3,"Fitter 3","Distributor 1",23
3933,2025-11-15,3,"Fitter 2","Distributor 3",15
3934,2025-02-09,1,"Fitter 5","Distributor 3",14
3935,2025-10-20,2,"Fitter 5","Distributor 1",40
3938,2025-04-21,4,"Fitter 2","Distributor 2",24
3939,2025-04-16,1,"Fitter 5","Distributor 3",10
3940,2025-03-30,2,"Fitter 4","Distributor 3",11
3942,2025-12-21,4,"Fitter 5","Distributor 3",41
3943,2025-11-22,6,"Fitter 5","Distributor 1",12
3944,2025-02-10,2,"Fitter 3","Distributor 2",30
3949,2025-04-15,6,"Fitter 2","Distributor 1",16
3953,2025-07-18,2,"Fitter 5","Distributor 3",32
3954,2025-11-25,5,"Fitter 4","Distributor 2",43
3956,2025-01-18,5,"Fitter 5","Distributor 2",23
3960,2025-07-21,4,"Fitter 1","Distributor 3",22
3966,2025-10-03,3,"Fitter 5","Distributor 2",25
3969,2025-04-09,6,"Fitter 4","Distributor 2",17
3973,2025-12-21,2,"Fitter 2","Distributor 2",33
3975,2025-04-16,2,"Fitter 5","Distributor 2",48
3977,2025-09-13,7,"Fitter 3","Distributor 3",50
3979,2025-01-22,7,"Fitter 4","Distributor 3",46
3986,2025-02-11,3,"Fitter 3","Distributor 3",37
3987,2025-05-03,1,"Fitter 5","Distributor 2",27
3991,2025-10-21,7,"Fitter 1","Distributor 1",18
3992,2025-01-13,5,"Fitter 4","Distributor 3",32
3994,2025-07-07,1,"Fitter 4","Distributor 3",37
3995,2025-03-12,6,"Fitter 5","Distributor 2",21
3996,2025-04-03,1,"Fitter 3","Distributor 1",16
3997,2025-03-28,6,"Fitter 5","Distributor 3",50
3998,2025-04-22,7,"Fitter 4","Distributor 2",16
4000,2025-01-16,4,"Fitter 4","Distributor 1",41
4003,2025-11-07,2,"Fitter 4","Distributor 3",48
4008,2025-04-07,6,"Fitter 3","Distributor 2",18
4011,2025-03-01,2,"Fitter 5","Distributor 2",30
4012,2025-02-23,3,"Fitter 2","Distributor 1",29
4013,2025-02-13,2,"Fitter 1","Distributor 2",42
4014,2025-10-10,7,"Fitter 1","Distributor 2",45
4019,2025-08-16,5,"Fitter 4","Distributor 3",28
4021,2025-02-01,7,"Fitter 5","Distributor 3",14
4022,2025-03-06,2,"Fitter 4","Distributor 3",46
4025,2025-02-02,2,"Fitter 4","Distributor 2",22
4026,2025-12-08,1,"Fitter 1","Distributor 1",14
4028,2025-05-22,2,"Fitter 2","Distributor 1",45
4032,2025-03-02,1,"Fitter 2","Distributor 3",47
4033,2025-06-12,2,"Fitter 1","Distributor 1",24
4041,2025-09-19,1,"Fitter 2","Distributor 2",37
4042,2025-12-16,4,"Fitter 2","Distributor 3",44
4043,2025-03-31,4,"Fitter 3","Distributor 1",45
4045,2025-04-04,6,"Fitter 4","Distributor 2",39
4051,2025-10-17,3,"Fitter 3","Distributor 2",25
4052,2025-06-10,4,"Fitter 5","Distributor 1",25
4054,2025-08-14,4,"Fitter 2","Distributor 1",40
4055,2025-08-23,2,"Fitter 1","Distributor 3",16
4060,2025-05-27,3,"Fitter 2","Distributor 1",49
4062,2025-08-15,3,"Fitter 4","Distributor 3",17
4067,2025-03-31,6,"Fitter 2","Distributor 3",26
4068,2025-03-21,2,"Fitter 5","Distributor 1",31
4069,2025-06-23,3,"Fitter 5","Distributor 1",38
4070,2025-04-12,5,"Fitter 2","Distributor 2",13
4072,2025-08-24,1,"Fitter 4","Distributor 1",39
4073,2025-06-16,5,"Fitter 4","Distributor 1",20
4074,2025-06-06,3,"Fitter 2","Distributor 3",26
4079,2025-08-12,7,"Fitter 4","Distributor 2",11
4080,2025-10-07,3,"Fitter 1","Distributor 3",30
4081,2025-11-08,7,"Fitter 2","Distributor 2",26
4082,2025-08-18,1,"Fitter 4","Distributor 3",13
4089,2025-08-07,6,"Fitter 3","Distributor 3",28
4092,2025-03-12,7,"Fitter 3","Distributor 3",35
4093,2025-03-02,3,"Fitter 1","Distributor 3",37
4096,2026-01-08,1,"Fitter 2","Distributor 1",49
4099,2025-12-23,3,"Fitter 1","Distributor 2",49
4100,2025-09-29,4,"Fitter 2","Distributor 1",44
4102,2025-08-18,2,"Fitter 3","Distributor 1",21
4108,2025-08-28,3,"Fitter 1","Distributor 3",22
4110,2025-03-20,2,"Fitter 4","Distributor 3",17
4112,2025-07-05,6,"Fitter 5","Distributor 2",21
4114,2025-08-27,1,"Fitter 1","Distributor 2",12
4119,2025-03-16,1,"Fitter 2","Distributor 1",44
4120,2025-03-13,6,"Fitter 3","Distributor 3",41
4121,2025-11-13,3,"Fitter 1","Distributor 2",15
4122,2025-11-25,1,"Fitter 5","Distributor 3",18
4123,2025-08-18,7,"Fitter 1","Distributor 1",50
4130,2025-07-08,2,"Fitter 4","Distributor 2",25
4132,2026-01-05,3,"Fitter 3","Distributor 1",49
4135,2025-03-01,2,"Fitter 3","Distributor 3",38
4136,2025-03-24,3,"Fitter 1","Distributor 1",18
4137,2025-05-04,3,"Fitter 5","Distributor 1",33
4138,2025-01-11,7,"Fitter 1","Distributor 2",10
4139,2025-09-16,6,"Fitter 4","Distributor 3",28
4142,2025-12-14,1,"Fitter 3","Distributor 2",35
4143,2025-04-21,6,"Fitter 3","Distributor 2",14
4144,2025-05-07,1,"Fitter 4","Distributor 3",18
4145,2025-07-19,6,"Fitter 1","Distributor 2",43
4146,2025-08-29,7,"Fitter 1","Distributor 3",35
4148,2025-12-24,2,"Fitter 1","Distributor 1",48
4150,2025-03-08,6,"Fitter 2","Distributor 1",31
4153,2026-01-09,3,"Fitter 1","Distributor 1",30
4154,2025-12-12,1,"Fitter 1","Distributor 3",45
4156,2025-12-14,5,"Fitter 3","Distributor 3",40
4158,2025-07-24,3,"Fitter 1","Distributor 2",39
4159,2025-11-18,2,"Fitter 5","Distributor 1",20
4160,2025-09-20,5,"Fitter 1","Distributor 2",46
4163,2025-12-23,3,"Fitter 1","Distributor 3",37
4164,2025-11-13,5,"Fitter 3","Distributor 2",15
4167,2025-12-09,1,"Fitter 2","Distributor 1",31
